name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,Number of Trucks,Warehouse Size,Business Type,In Business Since,Better Business Bureau,usdot_row,state_license_row,state_association_row
Cox  Sons,nowebsite.com,888-354-8303,2401 Bayshore Blvd #412,Tampa,FL,33629,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
North East South West Movers  Services,www.neswmovers.com,239-206-7978,6017 Pine Ridge Rd #202,Naples,FL,34119,true,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Palm Valley Ponte Vedra Movers,www.palmvalleypontevedramovers.com,904-881-7626,PO Box 2503 ,Ponte Vedra Beach,FL,32004,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Rapid Movers,www.rapidmovers.us,305-868-6787,19150 North Bay Rd,Sunny Isles Beach,FL,33160,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,3,"","","","","","",Not Found
Steafast Labor Pros Inc,www.no-website.com,888-316-3908,PO Box 291141,Davie,FL,33328,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Coral Springs Moving  Storage,www.coralspringsmoving.com,954-752-7366,12090  NW 40 Street,Coral Springs,FL,33065,true,true,true,true,false,false,true,true,true,false,false,true,true,false,true,false,true,false,"","","
              Agent for Arpin Van Lines
            ","","","","",MEMBER
Professional Moving Solutions,www.promovingsolutions.com,866-466-1145,9420 Lazy Lane #E2,Tampa,FL,33614,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,"",No,"","","","","",Not Found
Best Moving and Transportation Inc.,www.bmtmoving.com,954-681-0012,1341 SE 3rd Ave,Dania Beach,FL,33004,true,false,true,true,false,false,true,true,false,false,false,true,false,false,false,false,true,false,"",No,"","","","","",Not Found
AAction Movers,www.aactionmovers.com,701-223-5535,7145 East 1st St,Scottsdale,AZ,85251,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for United Van Lines
            ","","",212818 (United Van Lines 77949),"",""
Sureway Moving and Storage,www.surewaymoving.com,954-523-5999,1919 NW 19 Street,Fort Lauderdale,FL,33311,true,true,true,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,"","30,000 sq. ft.","","","","","",Not Found
American Eagle Movers,www.no-website.com,954-532-9990,2570 North Powerline Road,Pompano Beach,FL,33069,true,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"","37,000 sq. ft.","","","","","",Not Found
Continental Van Lines Inc.,www.continentalvanlinesinc.com,877-865-0590,600 NE 28th Court,Pompano Beach,FL,33064,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,true,false,"",Partner,"","","","","",Not Found
Unique Van Lines,www.uniquevanlines.net,888-626-8822,20855 N.E 16 Ave.,Miami,FL,33179,true,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,"",No,"","","","","",Not Found
Convenient Lifestyles Moving Inc.,www.convenientlifestylesmoving.com,954-773-7092,"1451 W Cypress Creek Rd, Suite 300",Fort Lauderdale,FL,33309,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,"","","",2008,"","","",Not Found
"Independent Moving  Storage, Inc.",www.independent-moving.com,727-845-0511,9301 creedmoor lane,New Port Richey,FL,34654,true,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,"","","",1989,"","","",Not Found
Avatar relocation,www.avatartrans.com,386-753-0970,290 springview commerce dr,De Bary,FL,32713,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Avatar relocation,www.avatartrans.com,800-439-4900,"445 County Rd 101, Unit J",Yaphank,NY,11980,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Reliable Moving Services,www.ReliaMove.com,321-292-6683,6350 Babcock St Unit 315,Palm Bay,FL,32909,true,false,true,true,true,true,false,false,false,false,false,true,true,false,false,false,true,true,"","","",2010,"","","",Not Found
Summit Van Lines,www.summitvanlines.com,866-467-8664,980 NW 10th Ave,Fort Lauderdale,FL,33311,true,true,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,false,"","","",2000,"","","",Not Found
Aardvark Movers,www.arizonamovingcompanies.com,602-716-5555,2225 W Mountain View Rd 4,Phoenix,AZ,85021,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1881168,"",""
Nobel Van Lines,www.nobelvanlines.com,800-971-6711,17901 NW Miami Court,Miami,FL,33169,true,true,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,false,"","","",2004,"","","",MEMBER
Crown Relocations,www.crownrelo.com,954-962-4661,3920 Pembroke Road,Hollywood,FL,33021,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,"","15,000 sq. ft.","","","","","",MEMBER
The Florida Movers,www.tfmmovers.com,904-422-4559,6963-4 Business Park Blvd. N,Jacksonville,FL,32256,true,true,true,true,true,false,true,true,false,false,false,true,true,false,false,false,true,true,"","10,000 sq. ft.","","","","","",Not Found
Taurus Forwarding Inc. ,www.taurusfwd.com,772-785-7104,534 NW Mercantile Pl Ste 118,Port St Lucie,FL,34986,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,"","","","","","",Not Found
Union Cargo Inc. ,www.unioncargoinc.com,305-889-3282,9195 NW 101st St,Medley,FL,33178,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
"Breeze Movers  Freight, Inc.",www.abreezemovers.com,407-325-0230,3040 S GOLDENROD RD,Orlando,FL,32812,true,false,true,true,false,false,true,true,false,false,false,true,true,false,false,false,true,false,"",Varied,"","","","","",Not Found
"Blocker Transfer  Storage Co., Inc.",www.blocker100.com,727-323-1888,5181 110th Ave No,Clearwater,FL,33760,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
Brandon Transfer and Storage Company Inc.,www.brandontransfer.com,561-683-5000,2900 Tuxedo Ave,West Palm Beach,FL,33405,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
First Class Moving Systems Inc.,www.movewithclass.com,813-889-0308,5105 W Clifton St,Tampa,FL,33634,true,true,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,"","","
              Agent for North American Van Lines
            ","","","","",MEMBER
Baymeadows Moving and Storage Inc.,www.baymeadowsmovers.com,904-737-3530,6419 Philips Hwy,Jacksonville,FL,32216,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Aaro Moving Systems Inc.,www.movingmanagement.com,928-779-3628,4 S San Francisco St,Flagstaff,AZ,86001,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","",260380 (Atlas Van Lines 125550),"",""
Unlimited Moving,www.unlimitedmoving.com,813-446-8389,932 East 124th Avenue,Tampa,FL,33612,true,false,true,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,"","5,000 sq. ft.","","","","","",Not Found
Homestead Transfer  Storage Co.,www.homesteadtransfer.com,888-247-5012,32100 S.W. 187th Avenue,Homestead,FL,33030,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Miami Movers | East Coast Delivery Services,www.miami-best-movers.com,786-991-2949,5411 NW 3rd Ave,Miami,FL,33127,true,true,true,false,false,false,false,true,true,false,false,true,true,false,true,false,true,false,"","25,000 sq. ft.","","","","","",Not Found
Packing Service Inc,www.packingserviceinc.com,888-722-5774,9715 W Broward Blvd.,Fort Lauderdale,FL,33324,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"",No,"","","","","",Not Found
King Moving  Storage Co,www.kingsmoving.com,813-223-5511,PO Box 2255,New Port Richey,FL,34656,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,"","50,000 sq. ft.","","","","","",Not Found
Florida Van Lines,www.flvanlines.com,800-237-8326,13755 US Hwy 19 N,Clearwater,FL,33764,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,"","20,000 sq. ft.","","","","","",MEMBER
1 866 U Moving,www.1866umoving.com,770-458-0500,3593 Clearview Pkwy,Doraville,GA,30340,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
24/7 Moving ,247moving.net,404-668-0677,290 Martin Luther King Jr Dr Se Suite # A4,Atlanta,GA,30312,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
A Amazing Elite Movers Inc.,,678-363-4661,304 W I Parkway Ste 101-A,Dallas,GA,30132,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
A Better Way Movers,www.abetterwaymoving.com,770-631-6202,320 Dividend Dr.,Peachtree City,GA,30269,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,10,"","","","","","",Not Found
Abba  Sons Moving LLC,www.abbaandsonsmoving.com,520-205-1254,3750 E Via Palomita Apt #4103,Tucson,AZ,85718,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","",1921793,"",""
A.C. White Moving Systems Inc.,acwhite.com,770-325-9100,1775 Founders Parkway,Alpharetta,GA,30009,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
A.C.White Relocations,acwhite.com,912-368-9373,250 Hardman Rd,Walthourville,GA,31333,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","",1926,"","","",Not Found
A Mother's Touch Movers Inc.,www.atlantabestmovers.com,770-587-9598,1240 Alpharetta Street,Roswell,GA,30075,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
A-Absolute Amazing Mover's,,770-949-6845,3615 Mckown Rd,Douglasville,GA,30134,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
ABC Moving,,706-227-9977,1410 Old Bishop Rd,Bishop,GA,30621,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
ABC Moving LLC,,706-614-4844,2570 Elder Mill Rd,Watkinsville,GA,30677,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Absolutely The Best Moving Service,,404-691-1410,1120 Beechcrest Rd,Atlanta,GA,30311,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Acme Moving  Storage,www.acmeaugusta.com,706-793-1312,3122 Mike Padgett Hwy,Augusta,GA,30906,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,2,"","","","","","",Not Found
Adams Transfer  Storage Co Inc.,www.adamsallied.com,800-545-1903,1846 Montreal Rd,Tucker,GA,30084,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Adams Transfer  Storage of Athens Inc.,www.adamsallied.com,706-548-3111,360 Commerce Blvd,Bogart,GA,30622,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
ABC Moving Inc.,abc-moving.com,480-981-0419,1645 North 46th St,Mesa,AZ,85205,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","",95259 (Allied Van Lines 76235),"",""
Addisons Moving Inc.,www.addisonsmoving.com,770-968-5886,6509 Revena Dr,Morrow,GA,30260,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Adsi Moving Systems Inc.,www.adsiunited.com,706-793-0186,3122 Mike Padgett Hwy,Augusta,GA,30906,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Advance Relocation Moving Systems,,912-233-1313,PO Box 23558,Savannah,GA,31403,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Advanced Movers Inc.,,912-283-0100,1202 Georgia St,Waycross,GA,31503,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
All American Movers,allamericanmoversgeorgia.com,678-232-7213,4300 Jimmy Carter Blvd 512,Norcross,GA,30093,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
All Metro Relocation Services Inc.,,770-447-1060,461 W Pike St,Lawrenceville,GA,30045,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
All My Son's Moving  Storage,www.allmysons.com,404-664-2702,3355 Lenox ,Atlanta,GA,30326,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,9,"","","","","","",Not Found
All Out Moving Inc.,,678-343-8936,427 Thomas Dorsey Dr,Villa Rica,GA,30180,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
All Over America Moving,www.alloveramericamovers.com,404-604-1733,3939 Carriage House Ct # F,East Point,GA,30311,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
All Star Movers Inc.,www.allstarmover.net,770-577-2142,8891 Bright Star Rd #6,Douglasville,GA,30314,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,3,"","","","","","",Not Found
Abrigo Moving Systems,www.abrigomoving.com,520-882-4700,3358 South Palo Verde Rd,Tucson,AZ,85713,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","",618318,"",""
All States Moving  Storage Inc.,,229-242-2295,1009 W  Hill Ave,Valdosta,GA,31601,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Allstar Moving  Delivery LLC,www.allstarmoving.biz,478-475-4545,4010 D Northside Dr,Macon,GA,31210,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Allstates Moving Inc.,,478-781-7287,PO Box 3237,Macon,GA,31205,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",Not Found
Alpha Moving  Storage LLC,www.alphamoves.com,770-491-7830,1950-B N. Norcross Tucker,Norcross,GA,30071,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
ALS Van Lines Services Inc.,alsvanlines.com,404-620-4576,6025 Lagrange Boulevard Southwest,Atlanta,GA,30336,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
ALS Van Lines Services Inc.,alsvanlines.com,877-857-1429,301 20Th Ave,Columbus,GA,31903,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
Always On Time Moving Service Inc.,,770-424-8177,1111 Midland Dr,Acworth,GA,30102,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Amar Express Van Lines Inc.,,404-441-6736,6035 Deer View Pl,Austell,GA,30106,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
American International Movers Inc.,www.aimovers.com,478-994-1324,816 Hwy 41 S,Forsyth,GA,31029,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,103,"","","","","","",Not Found
American Moving and Storage Corp,www.american-moving-storage.com,912-966-0304,101 Kahn Industrial Ct Blgd 4,Savannah,GA,31405,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Active Movers,www.activemoversaz.com,623-764-4429,7619 W Brown St,Peoria,AZ,85345,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","",2072419,"",""
American On-Site Portable Storage,www.americanonsitestorage.com,770-517-1111,5745 Bells Ferry Rd,Acworth,GA,30102,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Americus Movers,www.allied.com,229-942-1859,1023 Alice Street,Americus,GA,31709,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
An Extra Pair of Hands Movers Inc.,,770-444-9450,106 Slash Pine Dr,Tample,GA,30179,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Angels Van Lines,angelvanlines.com,404-474-0127,2377 John Glenn Dr Suite 105,Atlanta,GA,30341,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Anthony's Moving  Delivery,,706-860-3726,1819- Powell Rd,Augusta,GA,30909,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Appaloosa Moving and Storage,www.abettermover.com,706-541-9265,3762 Dent Rd,Appling,GA,30802,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Armco Relocations,,678-858-1948,1400 Herrington Rd 6104,Lawrenceville,GA,30044,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Around The Town Professional Movers,www.aroundthetownmoving.com,770-378-4708,152 South Ave.,Marietta,GA,30060,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Arrow Van Lines Inc.,,888-233-8817,102 Randolph St,Savannah,GA,31401,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Arsenal Van Lines Inc.,arsenalvanlines.com,866-668-3702,6180 Atlantic Blvd Ste B,Norcross,GA,30071,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
College Movers Inc.,,334-826-2668,5550 Lee Rd 166,Opelika,AL,36804,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Adrovic First Choice Moving,,480-274-2811,3524 North Miller Rd #7,Scottsdale,AZ,85251,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","",1329867,"",""
Atkinson  Sons Moving,www.facebook.com,770-775-2146,110 Watkins Rd,Flovilla,GA,30216,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Atlanta Flat Rate Movers LLC,www.atlantaflatratemovers.com,770-318-1840,4051 Paloverde Dr,Kennesaw,GA,30144,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Atlanta Moving Solutions Inc.,www.atlantamovingsolutions.com,678-614-1943,18 Prince Ln,Hiram,GA,30141,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Atlanta Office Movers Inc./Peachtree Movers,www.peachtreemovers.com,404-355-8877,7075 Lagrange Blvd,Atlanta,GA,30336,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","","",Not Found
Atlanta's Best Moving  Delivery Inc.,www.atlantabestmovinganddelivery.com,770-448-2822,2775 Bankers Industrial Drive,Doraville,GA,30360,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Atlantic Relocation Systems,www.atlanticrelocation.com,404-351-5311,1314 Chattahoochee Ave NW,Atlanta,GA,30318,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
B  B Movers,www.bbmovers.com,404-212-0819,2587 Gresham Rd,Atlanta,GA,30316,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,7,"","","","","","",Not Found
Bagby Transfer Company,www.bagbytransfer.com,800-522-2531,401 Old Lindale Rd Se,Rome,GA,30161,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Barnes Moving  Storage Company/Barnes Van Lines,barnesvanlines.com,770-832-3521,3015 Hwy 61,Carrollton,GA,30116,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,4,"","","","","","",MEMBER
Barron's Relocation Services Inc.,www.barronsrelocationservices.com,770-587-9598,120 Ashewoode Downs Ln,Alpharetta,GA,30005,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Advanced Mobile Storage Inc.,www.storageaz.com,602-340-9494,1217 E Maricopa Fwy,Phoenix,AZ,85034,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","",1451989,"",""
Bekins,www.bekins.com,866-856-6107,100 Piedmont Ct Suite G,East Dublin,GA,31027,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,956,"","","","","","",Not Found
Better Than The Rest Movers,www.betterthantherestmovers.com,678-532-0840,2300 Benson Poole Rd Apt A-37,Smyrna,GA,30082,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Blair Moving  Storage Co Lllp,www.blairmoving.com,478-788-1600,540 Allied Industrial Blvd,Macon,GA,31206,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Blitz Moving Services Inc.,www.blitzmovers.com,404-659-7974,1333 Jonesboro Rd SE,Atlanta,GA,30315,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",MEMBER
Blue Ridge Mountain Moving and Packing LLC,,706-632-5449,626 Weaver Creek Rd,Blue Ridge,GA,30513,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Brothers Moving and Delivery Services,nowebsite.com,770-577-3176,5245 Shallowmar Ct,Douglasville,GA,30135,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Buckhead Movers,www.buckheadmovers.com,404-603-0234,2282 Defoor Hills Rd,Atlanta,GA,30318,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,"","","","",http://www.bbb.org/atlanta/business-reviews/movers/buckhead-logistics-in-atlanta-ga-1925,"","",Not Found
Bulldog Movers Inc.,www.bulldogmovers.net,770-333-8100,4194 Northeast Expressway,Atlanta,GA,30340,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,16,"","","","","","",Not Found
Burden Movers,www.movingcompanyatlantageorgia.net,404-788-3444,3245 Cascade Rd,Atlanta,GA,30311,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Caravelle Moving  Storage,,706-256-2954,4301-B Allied Dr,Columbus,GA,31906,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Advanced Mobile Storage Inc.,www.storageaz.com,520-434-9494,6206 S. Nogales Hwy,Tucson,AZ,85706,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","",1451989,"",""
Carroll's Moving and Storage Co Inc.,,800-346-1915,4245 San Carlos Dr,Macon,GA,31206,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,13,"","","","","","",Not Found
Champion Moving Services Inc.,www.championmoving.net,770-296-4556,134 Hudson Circle,Douglasville,GA,30134,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Chandler Moving and Storage,home.mindspring.com,404-365-8001,3692 High Green Dr,Marietta,GA,30068,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Coast 2 Coast Moving and Storage Inc.,www.movingcoast2coast.com,770-242-7274,"6180 Atlantic Blvd., Suite D",Norcross,GA,30071,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Covan World-Wide Moving Inc.,www.covan.com,706-722-7726,114A Hardy Ct.,Augusta,GA,30901,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,"","","",1914,"","","",Not Found
Crenshaw Moving,,229-269-9173,147 Pine Forest Dr,Valdosta,GA,31602,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Crown Transfer  Storage Inc.,,706-543-4719,150 Trade St.,Bogart,GA,30622,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Daniel Moving Systems Inc.,dmsatl.com,404-305-1940,6025 Lagrange Blvd,Atlanta,GA,30336,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,12,"","","","","","",Not Found
Affordable Movers,,520-466-5651,15224 S Sunland Gin Rd,Arizona City,AZ,85223,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","",1921407,"",""
"Harvey's Household Movers, Inc.",www.harveyshouseholdmovers.com,770-786-6881,1385 Access Road,Covington,GA,30014,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"","",Not Found
Denson Moving Company,,229-438-9977,2586 N Slappey Blvd,Albany,GA,31701,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
E  E Professional Movers LLC,,770-815-6101,6506 Holly Ln,Union City,GA,30291,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Elite Moving and Storage LLC,,678-592-0001,748 Pelham Street NW,Atlanta,GA,30318,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Evans Moving  Storage,,706-882-1266,2106 Hamilton Rd,La Grange,GA,30240,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",Not Found
Fast Movers Moving Services LLC,www.fastmoversga.com,678-381-1617,4229 Steve Reynolds Blvd Suite 140,Norcross,GA,30093,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Flat Rate Movers LLC,flatratemoversllc.com,404-333-5553,4420 Bankers Circle Suite J,Doraville,GA,30360,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Fragile Moving  Delivery,,770-434-9935,3420 Old Tennessee Rd,Marietta,GA,30008,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Friends Moving Company Inc.,www.friendsmoving.com,706-896-7720,1899 Bell Eagle Dr,Hiawassee,GA,30546,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
